system:index,B11,B11_B12,B11_B12_change,B11_B12_wet,B11_change,B11_wet,B12,B12_change,B12_wet,B2,B2_change,B2_wet,B3,B3_change,B3_wet,B4,B4_B3,B4_B3_change,B4_B3_wet,B4_change,B4_wet,B8,B8_B4,B8_B4_change,B8_B4_wet,B8_change,B8_wet,NDVI,NDVI_change,NDVI_wet,elevation,slope,.geo,predicted_class,prospectivity_score,priority
2801_0,0.0276,1.6796557,0.21367772,1.8933334,-0.0134,0.0142,0.0173,-0.0098,0.0075,0.1111,0.0020999983,0.1132,0.09035,-0.0019500032,0.0884,0.067949995,0.748457,-0.08103619,0.6674208,-0.008949995,0.059,0.04805,0.6900899,-0.051106814,0.6389831,-0.01035,0.0377,-0.18344389,-0.03682497,-0.22026886,492,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.2934230068647,15.202593795032517]}",1,0.546352380952381,Medium
2802_0,0.1386,1.7337462,0.19935656,1.9331027,0.029,0.1676,0.0706,0.016099997,0.0867,0.1215,0.003399998,0.1249,0.1108,-0.0015999973,0.1092,0.0963,0.8916479,-0.08349773,0.8081502,-0.008050002,0.08825,0.1917,1.6907,0.8668072,2.5575073,0.03400001,0.2257,0.256699,0.1811096,0.4378086,280,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7266941912411,21.383182612831646]}",0,0.4402571428571428,Medium
2803_0,0.13975,1.7183706,0.8885765,2.606947,0.002849996,0.1426,0.08725,-0.032550003,0.0547,0.108,-0.0045000017,0.1035,0.08905,0.00034999847,0.0894,0.0799,0.87778634,-0.23237246,0.6454139,-0.022199996,0.0577,0.1454,1.8062458,2.7032862,4.509532,0.11479999,0.2602,0.28730312,0.34968963,0.63699275,614,14.01428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.39843606357826,15.213643073027185]}",0,0.40603333333333336,Medium
2804_0,0.24645,1.5018429,0.19963506,1.7014779,-0.073750004,0.1727,0.16415,-0.06265,0.1015,0.1376,-0.007100001,0.1305,0.1303,-0.013899997,0.1164,0.13,0.9842171,-0.09160545,0.8926117,-0.026099995,0.1039,0.22795,1.7194498,0.64917386,2.3686235,0.018149987,0.2461,0.26455677,0.14172894,0.4062857,291,2.1999938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.00517192931814,21.67513508017049]}",1,0.6571571428571428,High
2805_0,0.1424,1.4128422,0.2516316,1.6644738,0.034700006,0.1771,0.10135,0.005049996,0.1064,0.12095,0.007550001,0.1285,0.10625,0.009849995,0.1161,0.09805,0.91691226,-0.11501736,0.8018949,-0.004950002,0.0931,0.1526,1.4673098,1.134194,2.6015038,0.0896,0.2422,0.18939869,0.25527772,0.44467643,324,3.1258674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.94399208418776,21.391896271087607]}",1,0.5078857142857143,Medium
2806_0,0.2079,1.4328232,0.54278654,1.9756098,-0.054000005,0.1539,0.1445,-0.0666,0.0779,0.1203,-0.0073000044,0.113,0.1029,-0.0024999976,0.1004,0.1008,0.95238096,-0.22329727,0.72908366,-0.027599998,0.0732,0.1671,1.7038674,1.5597937,3.2636611,0.07180001,0.2389,0.2603188,0.2706008,0.53091955,444,11.920639,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.44263317555695,15.322608716990883]}",1,0.5807333333333332,Medium
2807_0,0.27285,1.3802663,0.63934153,2.0196078,-0.07715,0.1957,0.20135,-0.10445,0.0969,0.1192,-0.004999995,0.1142,0.10795,-0.005350001,0.1026,0.13935,1.2912915,-0.5174123,0.7738792,-0.059949994,0.0794,0.17025,1.2168355,1.2050788,2.4219143,0.022050008,0.1923,0.097811244,0.3177206,0.41553184,635,8.50275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.50183215278042,15.121655587933347]}",0,0.4516190476190478,Medium
2808_0,0.3003,1.4584837,0.28029466,1.7387784,-0.042699993,0.2576,0.2104,-0.062250003,0.14815,0.1317,-0.016199991,0.1155,0.1202,-0.012599997,0.1076,0.1361,1.1105919,-0.1984172,0.9121747,-0.037949994,0.09815,0.2091,1.5058905,1.0677215,2.573612,0.04350002,0.2526,0.20188053,0.23846161,0.44034216,568,2.72315,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.29355400692977,21.69804211991554]}",1,0.637052380952381,High
2809_0,0.2094,1.78125,0.25267658,2.0339265,-0.026549995,0.18285,0.1196,-0.029699996,0.0899,0.1099,-0.004599996,0.1053,0.0931,-0.0027499944,0.09035,0.0854,0.93828565,-0.15411301,0.78417265,-0.01455,0.07085,0.1442,1.6709154,0.9677579,2.6386733,0.04275,0.18695,0.25119305,0.19915606,0.4503491,151,2.877541,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.09299971841392,14.95061635783699]}",1,0.6846666666666668,High
2810_0,0.23585,1.6062677,0.72501594,2.3312836,-0.08420001,0.15165,0.14885,-0.083799995,0.06505,0.10495,-0.011200003,0.09375,0.09265,-0.011949994,0.0807,0.084800005,0.9078699,-0.26041016,0.64745975,-0.032550003,0.05225,0.18525,2.197311,2.9854639,5.182775,0.085549995,0.2708,0.3744732,0.30204743,0.67652065,692,6.0441103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.42699334104957,15.5391925319921]}",0,0.4121666666666665,Medium
2811_0,0.30815,1.609858,0.6563488,2.266207,-0.14385,0.1643,0.1934,-0.1209,0.0725,0.1286,-0.010800004,0.1178,0.1134,-0.0123,0.1011,0.1263,1.098113,-0.3938597,0.7042532,-0.05510001,0.0712,0.1963,1.5691774,2.190654,3.7598314,0.07139999,0.2677,0.22153115,0.3582859,0.57981706,350,10.174814,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.205940821037,21.492148256795346]}",1,0.5027047619047619,Medium
2812_0,0.2533,1.4182638,-0.06446168,1.3538021,-0.04055001,0.21275,0.2069,-0.04975,0.15715,0.1454,-0.01335001,0.13205,0.1289,-0.0071500093,0.12175,0.1361,1.0491703,-0.057383765,0.9917865,-0.015349992,0.12075,0.2418,1.500931,0.17898612,1.6799171,-0.038949996,0.20285,0.20029783,0.053410437,0.25370827,78,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.6560150755083,18.407423402657322]}",1,0.6684142857142856,High
2813_0,0.2574,1.3965662,0.29180193,1.6883681,-0.06290001,0.1945,0.19595,-0.08075,0.1152,0.11585,-0.010250002,0.1056,0.1024,-0.013700001,0.0887,0.1183,1.178489,-0.25402442,0.9244645,-0.036299996,0.082,0.15015,1.2960075,0.8332608,2.1292684,0.024450004,0.1746,0.12863377,0.23223919,0.36087295,669,15.629034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5024609734793,15.101173999455423]}",1,0.532152380952381,Medium
2814_0,0.2881,1.4452296,0.30064255,1.7458723,-0.0449,0.2432,0.2127,-0.07339999,0.1393,0.125,-0.0036000013,0.1214,0.1163,-0.0058000013,0.1105,0.1368,1.140708,-0.20134147,0.9393665,-0.033000007,0.1038,0.1983,1.4191817,0.8062519,2.2254336,0.032700002,0.231,0.17327419,0.20665415,0.37992832,709,2.9405947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49805922858712,14.783439883462346]}",1,0.5475238095238095,Medium
2815_0,0.2498,1.5915842,0.32927004,1.9208542,-0.0969,0.1529,0.1614,-0.08180001,0.0796,0.1448,-0.020200007,0.1246,0.1284,-0.015000001,0.1134,0.1422,1.0935622,-0.2910931,0.80246913,-0.051199995,0.091,0.2338,1.6147741,1.306105,2.9208791,0.032000005,0.2658,0.23511556,0.25479478,0.48991033,291,0.9953258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27223648900502,21.290206980925277]}",1,0.5066190476190475,Medium
2816_0,0.1579,1.8548387,0.18519767,2.0400364,-0.045800008,0.1121,0.0831,-0.02815,0.05495,0.0978,-0.016950004,0.08085,0.0836,-0.015299998,0.0683,0.0661,0.7882038,-0.14179093,0.64641285,-0.021950003,0.04415,0.1502,2.456229,1.4837486,3.9399774,0.023750007,0.17395,0.42133462,0.17380524,0.59513986,604,6.7396736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.46651921355082,15.166391689082499]}",0,0.4001999999999999,Medium
2817_0,0.0848,1.6975547,0.3241844,2.021739,-0.047599997,0.0372,0.0546,-0.0362,0.0184,0.1269,-0.0062000006,0.1207,0.1231,-0.008899994,0.1142,0.115,0.94476986,-0.13566306,0.8091068,-0.022600003,0.0924,0.0847,0.7205524,0.024036389,0.7445888,-0.0159,0.0688,-0.16241738,0.016015416,-0.14640197,617,2.1307776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4159532116186,14.88809361406227]}",1,0.6044857142857147,High
2818_0,0.1444,1.4426751,0.29164636,1.7343215,0.0076999962,0.1521,0.1045,-0.016800001,0.0877,0.1196,-0.0018999949,0.1177,0.1007,-0.0037999973,0.0969,0.0961,0.98161393,-0.13847671,0.8431372,-0.014400005,0.0817,0.1203,1.2233137,0.85012585,2.0734396,0.049100004,0.1694,0.10044181,0.24882147,0.34926328,49,2.0889356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.01053437533176,15.518351617400528]}",1,0.5761666666666668,Medium
2819_0,0.2205,1.86,-0.23656896,1.6234311,-0.026500002,0.194,0.1058,0.0136999935,0.1195,0.1407,-0.012999997,0.1277,0.1265,-0.013099998,0.1134,0.1055,0.8420092,0.014251831,0.856261,-0.008400001,0.0971,0.2641,2.47489,0.18525434,2.6601443,-0.005799979,0.2583,0.4244422,0.029131258,0.45357347,53,1.9531845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.68395268084441,18.31292063476795]}",1,0.5637380952380954,Medium
2820_0,0.19585,1.5443636,0.008267919,1.5526315,-0.0159,0.17995,0.12755,-0.0116500035,0.1159,0.104,-0.009550005,0.09445,0.09515,-0.012400001,0.08275,0.09005,0.94526917,-0.07759544,0.86767375,-0.018249996,0.0718,0.1821,2.0405862,0.95453906,2.9951253,0.03295,0.21505,0.34222785,0.15716207,0.49938992,646,9.326116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.44181554323754,15.128392952564244]}",1,0.6603666666666667,High
2821_0,0.3119,1.5623292,0.08164502,1.6439742,-0.043850005,0.26805,0.20051667,-0.037466675,0.16305,0.13884167,-0.016341671,0.1225,0.12973334,-0.017033339,0.1127,0.15523334,1.1997765,-0.35017586,0.8496007,-0.059483342,0.09575,0.2233,1.4435211,1.1742334,2.6177545,0.027349994,0.25065,0.18158801,0.2655829,0.44717088,259,3.4852898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.50076332300318,19.714651804108048]}",1,0.6349761904761907,High
2822_0,0.21235,1.4083385,0.23373368,1.6420722,-0.0031500012,0.2092,0.155,-0.027600005,0.1274,0.12,0.0033000037,0.1233,0.1082,-0.0031000003,0.1051,0.108449996,1.0117759,-0.15259409,0.85918176,-0.018149994,0.0903,0.1811,1.5877699,0.56948376,2.1572535,0.013700008,0.1948,0.22686365,0.13967441,0.36653805,499,3.424628,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.58492631656148,15.218314312504608]}",1,0.5705333333333334,Medium
2823_0,0.1357,2.1333334,0.27681455,2.410148,-0.021700002,0.114,0.0629,-0.0156,0.0473,0.1103,-0.008249998,0.10205,0.0904,-0.005950004,0.08445,0.067,0.74382025,-0.08603455,0.6577857,-0.01145,0.05555,0.1793,2.770642,0.66860163,3.4392438,0.011749998,0.19105,0.46958637,0.07988644,0.5494728,534,6.540537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.1990512390404,22.04416299888679]}",0,0.28479047619047615,Low
2824_0,0.2669,1.548026,0.59283423,2.14086,-0.0678,0.1991,0.1697,-0.076699995,0.093,0.1212,-0.0084500015,0.11275,0.1148,-0.004549995,0.11025,0.1208,1.0637636,-0.30276594,0.76099765,-0.036900006,0.0839,0.2087,1.7894295,1.819629,3.6090586,0.0941,0.3028,0.28300753,0.28306437,0.5660719,444,6.134398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.28824479818977,19.344096749408745]}",0,0.45570000000000005,Medium
2825_0,0.1656,1.9827445,0.63296676,2.6157112,-0.042400002,0.1232,0.0811,-0.034,0.0471,0.0998,-0.016800001,0.083,0.08615,-0.015749998,0.0704,0.07,0.7638141,-0.16296181,0.6008523,-0.0277,0.0423,0.18185,3.0070727,2.5673952,5.574468,0.053949997,0.2358,0.5008785,0.19491436,0.69579285,498,5.328053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.54557095855334,15.263679234352644]}",0,0.32566666666666666,Low
2826_0,0.1741,1.8285102,0.49491268,2.323423,-0.013899997,0.1602,0.0967,-0.02775,0.06895,0.1219,-0.0064499974,0.11545,0.1113,-0.0076499954,0.10365,0.0956,0.83266616,-0.14815098,0.6845152,-0.02465,0.07095,0.2116,2.217435,1.8840451,4.10148,0.0794,0.291,0.37838683,0.22957008,0.6079569,289,2.2010658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1761213278861,21.760385200633433]}",0,0.4162238095238096,Medium
2827_0,0.2723,1.6830437,0.90603465,2.5890784,-0.082650006,0.18965,0.1782,-0.10495,0.07325,0.1358,-0.014700003,0.1211,0.1279,-0.017450005,0.11045,0.1453,1.1205986,-0.44155824,0.6790403,-0.0703,0.075,0.2502,1.7506666,3.2186666,4.969333,0.1225,0.3727,0.27290353,0.39205068,0.6649542,298,0.9958062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.53472421502475,21.36108405684231]}",0,0.36500476190476183,Low
2828_0,0.2792,1.5733186,0.34010115,1.9134197,-0.013999999,0.2652,0.1812,-0.04259999,0.1386,0.1174,-0.011799999,0.1056,0.1095,0.002500005,0.112,0.1189,1.0557492,-0.20217776,0.8535714,-0.0233,0.0956,0.2067,1.765663,1.2876843,3.0533473,0.08520001,0.2919,0.2768461,0.22973454,0.50658065,826,5.772749,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.719583777651,13.270676945005073]}",1,0.5450666666666667,Medium
2829_0,0.22975,1.5095906,0.6976054,2.207196,-0.051850006,0.1779,0.1542,-0.0736,0.0806,0.13495,-0.00954999,0.1254,0.11965,-0.0088,0.11085,0.123449996,1.0505966,-0.3559642,0.6946324,-0.046449997,0.077,0.1754,1.4452553,2.0352643,3.4805195,0.0926,0.268,0.18207869,0.3715445,0.5536232,331,6.464861,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.04190845015678,21.183037967529817]}",0,0.46393809523809526,Medium
2830_0,0.2084,1.2711807,0.8941278,2.1653085,-0.022399992,0.186,0.158,-0.072100006,0.0859,0.13869584,-0.01739584,0.1213,0.130475,-0.021674998,0.1088,0.146525,1.1437426,-0.43969846,0.7040441,-0.069924995,0.0766,0.1715,1.191102,2.644407,3.835509,0.1223,0.2938,0.0873,0.4990931,0.58639306,222,0.98580414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.58080321481823,19.821281828333035]}",0,0.3606380952380952,Low
2831_0,0.2559,1.720787,0.1851863,1.9059733,-0.0836,0.1723,0.1477,-0.057299994,0.0904,0.1276,-0.008999996,0.1186,0.11915,-0.020149998,0.099,0.12175,1.0619156,-0.26494592,0.7969697,-0.042849995,0.0789,0.20805001,1.8216531,0.91091967,2.7325728,0.0075499862,0.2156,0.29118812,0.17298844,0.46417657,300,2.198149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10820869240665,21.527182552876006]}",1,0.5609095238095239,Medium
2832_0,0.207,1.6862869,0.1341878,1.8204747,-0.084300004,0.1227,0.1232,-0.0558,0.0674,0.1432,-0.026599996,0.1166,0.12955,-0.024749994,0.1048,0.12295,0.968377,-0.3023465,0.6660305,-0.053150006,0.0698,0.2225,1.7957033,0.9392538,2.7349572,-0.0316,0.1909,0.28461626,0.17990236,0.4645186,129,4.718975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.3923595396192,18.47093429324457]}",1,0.6537666666666666,High
2833_0,0.0351,1.6875,0.058692947,1.7461929,-0.0007000007,0.0344,0.0176,0.0021000002,0.0197,0.1243,-0.008900002,0.1154,0.1024,0.00020000339,0.1026,0.0761,0.7705761,-0.06102444,0.7095517,-0.0032999963,0.0728,0.0655,0.8544117,-0.020620557,0.83379114,-0.0047999993,0.0607,-0.078509144,-0.012127586,-0.09063673,2,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.95807276273918,15.171601917730392]}",1,0.5061380952380952,Medium
2834_0,0.2175,1.74,1.0095222,2.7495222,-0.073699996,0.1438,0.125,-0.0727,0.0523,0.122,-0.011700004,0.1103,0.1013,-0.011,0.0903,0.1023,1.0166976,-0.35335323,0.6633444,-0.042400002,0.0599,0.1735,1.7951043,2.2783515,4.073456,0.0705,0.244,0.2844632,0.3213282,0.6057914,391,3.1276665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.4614216878406,21.48406341923827]}",0,0.42656666666666665,Medium
2835_0,0.3866,1.3639092,0.2408978,1.604807,-0.0995,0.2871,0.2891,-0.11019999,0.1789,0.146,-0.018099993,0.1279,0.1532,-0.037600003,0.1156,0.1868,1.2446882,-0.2611241,0.9835641,-0.0731,0.1137,0.2577,1.3871144,0.9339059,2.3210204,0.0062000155,0.2639,0.16216835,0.23560707,0.39777544,321,1.3631847,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1431531569589,21.86288297455147]}",1,0.5797190476190477,Medium
2836_0,0.2016,1.6206385,0.5781851,2.1988235,-0.0146999955,0.1869,0.1347,-0.0497,0.085,0.135,-0.0033000112,0.1317,0.1162,0.010499999,0.1267,0.1134,0.9822222,-0.23557658,0.7466456,-0.018799998,0.0946,0.2371,1.6174904,1.7989999,3.4164903,0.08609998,0.3232,0.23590933,0.3112424,0.54715174,298,2.1954596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.21959521335562,21.309430928005433]}",0,0.3809904761904761,Low
2837_0,0.1822,1.8975332,0.5342627,2.4317958,-0.058300003,0.1239,0.0966,-0.045650005,0.05095,0.1168,-0.009199999,0.1076,0.1051,-0.016649999,0.08845,0.0893,0.8738532,-0.1909815,0.6828717,-0.028899997,0.0604,0.2002,2.1668532,1.6386101,3.8054633,0.029649988,0.22985,0.36845827,0.21534878,0.58380705,355,4.985335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23424232676862,21.894773167137714]}",0,0.39170000000000016,Low
2838_0,0.1685,1.7361617,0.1699755,1.9061372,-0.010100007,0.1584,0.09815,-0.015050001,0.0831,0.11875,0.004650004,0.1234,0.1123,5.0000846e-05,0.11235,0.08895,0.7898227,-0.01145157,0.77837116,-0.001500003,0.08745,0.2466,2.858591,0.0076181297,2.8662093,0.0040499866,0.25065,0.48167536,0.0010220631,0.48269743,341,2.104187,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.86574882294094,21.272330506771297]}",0,0.4683857142857143,Medium
2839_0,0.2078,1.8455414,0.3403473,2.1858885,-0.0467,0.1611,0.1138,-0.040099993,0.0737,0.1332,-0.008700006,0.1245,0.1171,-0.010200001,0.1069,0.0962,0.84692603,-0.08593446,0.7609916,-0.014849998,0.08135,0.2056,2.128788,0.9990546,3.1278427,0.04885,0.25445,0.36077484,0.15471056,0.5154854,97,4.034746,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.53375436533962,18.320646146211374]}",1,0.5859238095238096,Medium
2840_0,0.38575,1.3638494,0.12907094,1.4929203,-0.048350006,0.3374,0.28515,-0.059149995,0.226,0.12225,0.004750006,0.127,0.1195,-0.0013999939,0.1181,0.18395,1.5192821,-0.29066235,1.2286198,-0.03885001,0.1451,0.23835,1.3001791,0.28631294,1.5864921,-0.008150011,0.2302,0.13050236,0.096249565,0.22675192,530,2.6686497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.26629388528428,15.087878933250453]}",1,0.6202571428571427,High
2841_0,0.1603,2.0219908,0.49406245,2.5160532,0.00034999847,0.16065,0.081,-0.01715,0.06385,0.1242,-0.00795,0.11625,0.1062,-0.004900001,0.1013,0.0844,0.7764489,-0.10665621,0.6697927,-0.016549997,0.06785,0.2137,2.3961723,2.0223982,4.4185705,0.08610001,0.2998,0.41110173,0.21979722,0.63089895,199,32.68758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.46036200662707,18.29243904629002]}",0,0.3277904761904762,Low
2842_0,0.1523,2.1182199,0.2483545,2.3665743,-0.024149999,0.12815,0.0695,-0.015349999,0.05415,0.0993,-0.012249999,0.08705,0.088,-0.017750002,0.07025,0.064,0.73489517,-0.07866736,0.6562278,-0.017900001,0.0461,0.223,3.332898,1.0608112,4.393709,-0.02045001,0.20255,0.5384152,0.090782456,0.62919766,818,18.756166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.41387793790142,15.566860642742983]}",0,0.3295904761904761,Low
2843_0,0.22285,1.6023108,-0.015749456,1.5865613,-0.022149995,0.2007,0.1466,-0.020099998,0.1265,0.14455,-0.02285,0.1217,0.13165,-0.025449999,0.1062,0.116,0.8711042,0.105355285,0.97645944,-0.0123,0.1037,0.2463,1.8159726,0.8523013,2.668274,0.030399993,0.2767,0.28976175,0.16502269,0.45478442,77,2.6940305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.50833204279904,18.530492596581695]}",1,0.7108999999999999,High
2844_0,0.1674,1.229794,0.03486038,1.2646544,-0.022850007,0.14455,0.1356,-0.021300003,0.1143,0.1189,-0.0034499988,0.11545,0.1017,-0.0046499968,0.09705,0.1203,1.0906619,-0.0118365865,1.0788254,-0.015600003,0.1047,0.1458,1.2327515,0.12159429,1.3543458,-0.003999993,0.1418,0.10424424,0.046262868,0.1505071,711,13.949409,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.31098132344168,21.857133756733106]}",1,0.6224714285714287,High
2845_0,0.15625,2.093252,0.44246238,2.5357144,-0.028449997,0.1278,0.0747,-0.024299998,0.0504,0.11305,-0.0074499995,0.1056,0.0946,-0.010200001,0.0844,0.07185,0.780048,-0.11772572,0.6623223,-0.015950002,0.0559,0.20925,2.9523256,1.2229875,4.175313,0.024149999,0.2334,0.49396712,0.11958283,0.61354995,481,23.729761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.27711483723039,22.136509810094278]}",0,0.3475571428571428,Low
2846_0,0.4085,1.4274931,0.39236838,1.8198614,-0.1721,0.2364,0.2858,-0.15590002,0.1299,0.142,-0.019150004,0.12285,0.1392,-0.032350004,0.10685,0.1713,1.2102351,-0.37448406,0.83575106,-0.081999995,0.0893,0.2573,1.5374377,1.5112746,3.0487123,0.014950007,0.27225,0.2118033,0.29421246,0.5060158,310,8.135555,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.34491476977215,21.76847003819051]}",1,0.6066333333333335,High
2847_0,0.371,1.4778554,0.48912987,1.9669853,-0.14459999,0.2264,0.2563,-0.1412,0.1151,0.1291,-0.021199994,0.1079,0.1217,-0.025999993,0.0957,0.1369,1.1432078,-0.3647334,0.7784744,-0.06239999,0.0745,0.2319,1.707627,1.9970708,3.7046978,0.044099987,0.276,0.26134586,0.31354713,0.574893,653,4.733109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6015634464451,21.856684599091047]}",1,0.562,Medium
2848_0,0.3937,1.432108,0.44691724,1.8790252,-0.1778,0.2159,0.2822,-0.16730002,0.1149,0.1384,-0.018700004,0.1197,0.1408,-0.0316,0.1092,0.1825,1.266074,-0.3961106,0.86996335,-0.087500006,0.095,0.2511,1.3876954,1.2954626,2.683158,0.0038000047,0.2549,0.16237222,0.2946155,0.45698774,677,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.50264063653613,14.959150353036126]}",1,0.6043523809523812,High
2849_0,0.1505,2.1329012,0.3626444,2.4955456,-0.038450003,0.11205,0.0667,-0.021799996,0.0449,0.1068,-0.011050001,0.09575,0.0894,-0.0111500025,0.07825,0.0686,0.7424033,-0.05805825,0.68434507,-0.015049998,0.05355,0.1824,2.8481421,0.78117627,3.6293185,0.011950001,0.19435,0.4802687,0.08770227,0.56797093,96,1.3360618,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24733028422565,15.395731581118213]}",0,0.2803904761904762,Low
2850_0,0.058,1.6265823,0.076120436,1.7027026,-0.0202,0.0378,0.0361,-0.013900001,0.0222,0.1131,0.007600002,0.1207,0.096,0.002399996,0.0984,0.08,0.8385269,-0.030600077,0.80792683,-0.000500001,0.0795,0.0734,0.9503105,0.33522412,1.2855346,0.028800003,0.1022,-0.025477711,0.15040894,0.12493123,539,2.1326513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.40059202026015,15.11994878889352]}",1,0.5429333333333335,Medium
2851_0,0.1914,1.6812016,0.6575329,2.3387344,-0.03985001,0.15155,0.1146,-0.0498,0.0648,0.1193,-0.012649998,0.10665,0.0988,-0.0060500056,0.09275,0.0886,0.88086957,-0.1962334,0.6846362,-0.0251,0.0635,0.1757,1.9653243,1.798455,3.7637794,0.0633,0.239,0.3255375,0.25462776,0.58016527,543,1.362682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.43854209378665,21.764427619411972]}",0,0.489390476190476,Medium
2852_0,0.1888,0.94795394,0.15250263,1.1004566,-0.020100012,0.1687,0.2015,-0.048199996,0.1533,0.1632,-0.022100002,0.1411,0.1508,-0.023000002,0.1278,0.1598,1.0628123,-0.16140391,0.90140843,-0.044599995,0.1152,0.179,1.0850561,0.29341623,1.3784723,-0.0202,0.1588,0.040793173,0.11833094,0.15912412,281,1.9894959,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36997319191723,21.249243803969428]}",1,0.6525666666666666,High
2853_0,0.1612,1.5957431,0.17711021,1.7728533,-0.033199996,0.128,0.1077,-0.035499997,0.0722,0.12545,-0.0056999996,0.11975,0.10965,-0.0062500015,0.1034,0.09325,0.86692786,-0.13772087,0.729207,-0.017849997,0.0754,0.1846,1.993,0.63166827,2.6246684,0.013300002,0.1979,0.33157218,0.116653204,0.44822538,427,3.7047918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.53771610115345,21.838089472709772]}",1,0.6776666666666666,High
2854_0,0.25325,1.6097423,0.68284434,2.2925866,-0.10790001,0.14535,0.1608,-0.097399995,0.0634,0.1242,-0.011600003,0.1126,0.1098,-0.01675,0.09305,0.10275,1.0151362,-0.33270743,0.6824288,-0.03925,0.0635,0.18415001,1.8233275,2.1223416,3.9456692,0.06639999,0.25055,0.29161602,0.30398977,0.5956058,332,3.4204805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.68644966651254,21.691125092227818]}",0,0.4326666666666666,Medium
2855_0,0.1046,2.0128205,-0.264294,1.7485265,0.1179,0.2225,0.0501,0.07715,0.12725,0.1156,0.01600001,0.1316,0.1046,0.025250003,0.12985,0.0798,0.74254143,0.23743547,0.9799769,0.04745,0.12725,0.2132,2.9152544,-0.7215411,2.1937132,0.065950006,0.27915,0.4891775,-0.1154078,0.3737697,304,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.23073889716056,21.798473768680104]}",0,0.49670476190476187,Medium
2856_0,0.1669,1.7900969,0.09619081,1.8862877,-0.025899991,0.141,0.0973,-0.022550002,0.07475,0.1116,-0.023549996,0.08805,0.0997,-0.021299995,0.0784,0.0881,0.8821218,-0.16018303,0.7219388,-0.0315,0.0566,0.1662,2.0197182,0.8451227,2.864841,-0.0040500015,0.16215,0.33768654,0.14482774,0.48251426,879,2.118781,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53435116606555,13.295021289204712]}",1,0.6687000000000001,High
