system:index,B11,B11_B12,B11_B12_change,B11_B12_wet,B11_change,B11_wet,B12,B12_change,B12_wet,B2,B2_change,B2_wet,B3,B3_change,B3_wet,B4,B4_B3,B4_B3_change,B4_B3_wet,B4_change,B4_wet,B8,B8_B4,B8_B4_change,B8_B4_wet,B8_change,B8_wet,NDVI,NDVI_change,NDVI_wet,elevation,slope,.geo,predicted_class,prospectivity_score,priority
57_0,0.2331,1.5673261,0.48789233,2.0552185,-0.06375,0.16935,0.1496,-0.0672,0.0824,0.1139,-0.010249995,0.10365,0.1035,-0.010300003,0.0932,0.107,1.0308914,-0.2551403,0.7757511,-0.0347,0.0723,0.1941,1.712554,1.3282483,3.0408022,0.025749996,0.21985,0.2626875,0.24236126,0.50504875,698,2.665472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.26404809707398,14.58850546680841]}",1,0.6291333333333332,High
58_0,0.1448,1.8264925,-0.4954547,1.3310379,0.12579998,0.2706,0.0733,0.13,0.2033,0.1192,0.018500008,0.1377,0.1174,0.013599999,0.131,0.0859,0.79045993,0.3522882,1.1427481,0.0638,0.1497,0.2475,2.3225806,-0.73006225,1.5925183,-0.009100005,0.2384,0.39805827,-0.16950893,0.22854933,302,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.02457553945513,21.75795974936631]}",1,0.5047714285714286,Medium
59_0,0.20121667,1.3629001,1.1091577,2.4720578,-0.013216674,0.188,0.1411,-0.065050006,0.07605,0.13235,-0.016999997,0.11535,0.1168,-0.010000005,0.1068,0.1208,1.0491525,-0.42555696,0.62359554,-0.0542,0.0666,0.170775,1.262494,4.616635,5.879129,0.22077501,0.39155,0.11630008,0.5929654,0.70926553,234,0.9852031,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55915381647095,19.724263777648126]}",0,0.35010476190476186,Low
60_0,0.2227,1.675696,0.7506931,2.426389,-0.047999993,0.1747,0.1329,-0.060900003,0.072,0.1115,-0.010300003,0.1012,0.0984,-0.0079,0.0905,0.09,0.9752381,-0.33601156,0.63922656,-0.032150004,0.05785,0.1858,2.0683417,4.0396967,6.1080384,0.16755001,0.35335,0.3481821,0.3704463,0.7186284,704,12.859126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.19742512296527,19.36044608757972]}",1,0.5101714285714286,Medium
61_0,0.2416,1.7050105,0.6869251,2.3919356,-0.0933,0.1483,0.1417,-0.0797,0.062,0.1223,-0.0088,0.1135,0.1057,-0.012600005,0.0931,0.106,1.0228472,-0.3225249,0.7003223,-0.040799998,0.0652,0.1821,1.7797165,1.5822467,3.361963,0.037100002,0.2192,0.28050217,0.26098868,0.54149085,385,2.7210715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.4351010500159,21.491788930681697]}",0,0.4065333333333334,Medium
62_0,0.138,1.841785,-0.029208628,1.8125763,0.0104500055,0.14845,0.0736,0.008299999,0.0819,0.1138,0.004150003,0.11795,0.1024,-0.0031000003,0.0993,0.0846,0.8171806,-0.045277216,0.77190334,-0.00795,0.07665,0.1882,2.2691326,0.7895757,3.0587084,0.04625,0.23445,0.38821694,0.11901545,0.50723237,312,2.9945734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.09410514244598,21.824794406504804]}",0,0.428352380952381,Medium
63_0,0.17635,1.9516413,0.5602852,2.5119267,-0.039450005,0.1369,0.092,-0.0375,0.0545,0.119,-0.011700004,0.1073,0.1004,-0.010800004,0.0896,0.08285,0.7976269,-0.16704655,0.63058037,-0.026350003,0.0565,0.18915,2.3927202,2.2940056,4.686726,0.07565001,0.2648,0.41050252,0.23780125,0.6483038,369,18.77077,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.09439750844047,21.75795974936631]}",0,0.369457142857143,Low
64_0,0.1858,1.8184615,0.3857824,2.204244,-0.019600004,0.1662,0.1039,-0.028499998,0.0754,0.1053,-0.01675,0.08855,0.0957,-0.015500002,0.0802,0.0806,0.83042395,-0.14463843,0.68578553,-0.025600001,0.055,0.2015,2.609325,1.8534025,4.4627275,0.043950006,0.24545,0.44587976,0.18800277,0.6338825,793,1.905937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5888789038116,13.367784827218394]}",0,0.49975714285714284,Medium
65_0,0.2085,1.5771632,0.35484508,1.9320083,-0.0238,0.1847,0.1376,-0.042000003,0.0956,0.1311,-0.0063999966,0.1247,0.1214,-0.007600002,0.1138,0.1237,1.0682565,-0.3731774,0.6950791,-0.044600002,0.0791,0.2423,1.577431,2.0053756,3.5828066,0.041099995,0.2834,0.22403353,0.33955267,0.56358624,307,1.3606503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.01963023111061,21.360904393785482]}",0,0.46703333333333336,Medium
66_0,0.1592,2.0947368,0.31619805,2.410935,-0.022499993,0.1367,0.076,-0.019299999,0.0567,0.1082,-0.0014999956,0.1067,0.0963,-0.0024999976,0.0938,0.0752,0.74765253,-0.08134124,0.6663113,-0.012699999,0.0625,0.2098,2.9164133,1.0115867,3.928,0.035699993,0.2455,0.48932865,0.10482719,0.59415585,447,5.320555,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.25930532319556,22.040569737750314]}",0,0.37052380952380953,Low
67_0,0.1987,1.9121495,-0.5321363,1.3800132,0.011200011,0.2099,0.1065,0.045599997,0.1521,0.1078,0.059250005,0.16705,0.0926,0.08059999,0.1732,0.0803,0.84437436,0.056607164,0.90098155,0.07574999,0.15605,0.195,2.484687,-0.8172728,1.6674143,0.0652,0.2602,0.42606038,-0.17585017,0.2502102,101,1.3352035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17411758856991,15.135309980251964]}",1,0.5923380952380953,Medium
68_0,0.3039,1.5328714,0.31049225,1.8433636,-0.0803,0.2236,0.19845,-0.07715,0.1213,0.1425,-0.010600001,0.1319,0.1372,-0.018299997,0.1189,0.1638,1.1660447,-0.2787445,0.88730025,-0.058300003,0.1055,0.23570001,1.4464389,1.0739402,2.520379,0.030199975,0.2659,0.1824852,0.24939416,0.43187937,336,2.1048522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.1540181976149,21.479302348232437]}",1,0.5934190476190475,Medium
69_0,0.32775,1.5023797,0.48267463,1.9850543,-0.18165,0.1461,0.22305,-0.14945,0.0736,0.1489,-0.024400003,0.1245,0.1407,-0.026099995,0.1146,0.1608,1.1532048,-0.38531652,0.7678883,-0.072799996,0.088,0.2463,1.5195718,1.3656554,2.8852272,0.0075999945,0.2539,0.20620532,0.27902427,0.48522958,323,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.33736434710369,21.434027257912813]}",0,0.4792857142857141,Medium
70_0,0.2302,1.4818114,0.15226927,1.6340806,-0.047999993,0.1822,0.1551,-0.0436,0.1115,0.1244,-0.014299996,0.1101,0.108,-0.013700001,0.0943,0.1025,0.9744059,-0.14301671,0.8313892,-0.024099998,0.0784,0.1651,1.6761812,0.6541758,2.330357,0.0176,0.1827,0.25266644,0.14679734,0.39946377,544,3.13294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.34619528257917,21.751761373905886]}",1,0.7235666666666664,High
71_0,0.22455,1.8982141,-0.15516987,1.7430443,-0.011549994,0.213,0.1202,0.0019999966,0.1222,0.13655,-0.0071499944,0.1294,0.12485,-0.011149995,0.1137,0.11165,0.87341374,0.098442,0.97185576,-0.0011499971,0.1105,0.25155002,2.313972,-0.09858738,2.2153847,-0.0067500174,0.2448,0.3960081,-0.018017672,0.37799042,93,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.53330520769757,18.243750357890743]}",1,0.5999047619047619,Medium
72_0,0.2283,1.4168675,0.882288,2.2991555,-0.037700012,0.1906,0.1561,-0.0732,0.0829,0.1249,0.00050000846,0.1254,0.1127,-0.00020000339,0.1125,0.1167,1.0586566,-0.38487875,0.6737778,-0.0409,0.0758,0.1791,1.4982699,2.9331286,4.4313984,0.1568,0.3359,0.19944598,0.43232474,0.63177073,343,2.9524221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.88299647639604,21.232535139684803]}",0,0.3375047619047619,Low
73_0,0.1286,2.0392609,0.41701886,2.4562798,-0.051350005,0.07725,0.0621,-0.030650001,0.03145,0.1026,-0.020500004,0.0821,0.0869,-0.022700004,0.0642,0.0638,0.73748475,-0.095740184,0.64174455,-0.022599999,0.0412,0.1535,2.5430465,1.3428757,3.8859222,0.0065999925,0.1601,0.43551403,0.15514666,0.5906607,490,7.314876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.60432077813476,15.34587508284958]}",0,0.3192571428571428,Low
74_0,0.21675,1.8832461,0.3263782,2.2096243,-0.04914999,0.1676,0.11495,-0.0391,0.07585,0.1145,-0.012249999,0.10225,0.099,-0.0111500025,0.08785,0.09005,0.8720317,-0.12871917,0.74331254,-0.024749994,0.0653,0.20934999,2.4338496,0.862475,3.2963245,0.0059000105,0.21525,0.41755918,0.11692664,0.5344858,52,6.705721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1499529074271,15.470291749700133]}",1,0.5540238095238095,Medium
75_0,0.209,1.6272619,0.124009706,1.7512716,-0.036850005,0.17215,0.12985,-0.031549998,0.0983,0.1456,-0.014449999,0.13115,0.13455,-0.018200003,0.11635,0.1294,0.94238234,-0.11040986,0.8319725,-0.0326,0.0968,0.23730001,1.8326278,1.0227442,2.855372,0.03909999,0.2764,0.2939413,0.18730201,0.4812433,75,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.41311062268237,18.290462752664958]}",1,0.6572333333333332,High
76_0,0.1944,1.8464285,0.5219926,2.368421,-0.059399992,0.135,0.1058,-0.048800003,0.057,0.1109,-0.0058000013,0.1051,0.0952,-0.011300005,0.0839,0.0801,0.84765625,-0.16231653,0.68533975,-0.022599999,0.0575,0.1902,2.3067632,1.6097585,3.9165215,0.034999996,0.2252,0.39517894,0.1980294,0.5932083,590,4.398992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.35946747737488,21.892886705041064]}",0,0.4367238095238096,Medium
77_0,0.3325,1.3315831,0.5255597,1.8571429,-0.11670001,0.2158,0.2487,-0.1325,0.1162,0.1241,-0.008000001,0.1161,0.1252,0.00059999526,0.1258,0.1572,1.2692901,-0.32652375,0.9427663,-0.03859999,0.1186,0.2272,1.4356111,0.6571375,2.0927486,0.020999998,0.2482,0.17885083,0.17447522,0.35332605,768,2.6588132,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.68993937327505,13.473786030744497]}",1,0.5217000000000002,Medium
78_0,0.1999,1.8688381,0.6178484,2.4866865,-0.0318,0.1681,0.1118,-0.044200003,0.0676,0.1089,0.012599997,0.1215,0.0921,0.010699995,0.1028,0.0811,0.86427796,-0.20474486,0.6595331,-0.013300002,0.0678,0.1838,2.2398608,2.1126466,4.3525076,0.11130001,0.2951,0.38268954,0.24365382,0.62634337,60,5.4437037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.09093359326044,15.117433506097985]}",0,0.42285714285714293,Medium
79_0,0.21325,1.5117589,0.15106271,1.6628217,-0.025849998,0.1874,0.14755,-0.03485,0.1127,0.1454,-0.0028000027,0.1426,0.13335,0.00085000694,0.1342,0.14175001,1.0534396,-0.1629777,0.8904619,-0.022250012,0.1195,0.2283,1.6309255,0.2368569,1.8677825,-0.005100012,0.2232,0.23913094,0.06346608,0.30259702,296,0.99507976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.07047487619178,21.25400487497526]}",1,0.5794571428571429,Medium
80_0,0.2651,1.5431445,0.4462271,1.9893715,-0.049850002,0.21525,0.1717,-0.0635,0.1082,0.1151,-0.0136999935,0.1014,0.1069,-0.007100001,0.0998,0.1136,1.0266768,-0.27316976,0.753507,-0.0384,0.0752,0.1981,1.7234226,1.9534389,3.6768615,0.078399986,0.2765,0.26562995,0.30673286,0.5723628,662,2.098296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.19077758986279,19.307894643458727]}",1,0.6199666666666667,High
81_0,0.1627,1.9673519,0.654371,2.621723,-0.022699997,0.14,0.0827,-0.0293,0.0534,0.1158,-0.0037999973,0.112,0.1027,-0.009050004,0.09365,0.0902,0.86562806,-0.1635458,0.7020823,-0.024449997,0.06575,0.1929,2.2760532,1.6836423,3.9596956,0.06744999,0.26035,0.38950932,0.20724012,0.5967494,284,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.08628979947414,21.512540013744857]}",0,0.3485571428571429,Low
82_0,0.1955,1.8135436,0.41047084,2.2240143,-0.0714,0.1241,0.1078,-0.052,0.0558,0.1115,-0.011300005,0.1002,0.0975,-0.011899993,0.0856,0.0942,0.9498032,-0.22199947,0.7278037,-0.0319,0.0623,0.1863,2.054567,0.7865244,2.8410914,-0.0092999935,0.177,0.34524274,0.13407193,0.47931466,612,4.8614464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.36800147257402,21.977058847163065]}",1,0.5875666666666666,Medium
83_0,0.1545,2.1583822,0.20361519,2.3619974,0.015800014,0.1703,0.0727,-0.0006000027,0.0721,0.132,-0.015500002,0.1165,0.1106,-0.0148500055,0.09575,0.08865,0.7936637,-0.102802016,0.69086164,-0.0225,0.06615,0.22205,2.3668516,2.4434278,4.8102794,0.096149996,0.3182,0.4059732,0.24980928,0.65578246,95,3.467505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.40619359499465,18.531031585752167]}",0,0.30675714285714284,Low
84_0,0.1882,1.3351351,0.12166568,1.4568008,-0.01789999,0.1703,0.1423,-0.025399998,0.1169,0.1499,-0.0045000017,0.1454,0.1352,-0.0097,0.1255,0.1349,0.97282225,-0.08278237,0.89003986,-0.023200005,0.1117,0.1817,1.3751031,0.23993719,1.6150403,-0.0013000071,0.1804,0.15793131,0.07726212,0.23519343,342,10.8201475,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.05008311924227,21.16704795547249]}",1,0.6642190476190476,High
85_0,0.14475,2.056761,0.34240294,2.399164,-0.02995,0.1148,0.0691,-0.021249998,0.04785,0.0961,-0.0141,0.082,0.0827,-0.013499998,0.0692,0.06215,0.72810215,-0.11177269,0.61632943,-0.019500002,0.04265,0.17605,3.1801994,1.4563775,4.636577,0.021699995,0.19775,0.52155256,0.12362216,0.64517474,590,1.3350534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.37147745649098,15.089046743119809]}",0,0.3192571428571427,Low
86_0,0.2424,1.8343905,0.6330008,2.4673913,-0.038100004,0.2043,0.12965,-0.046849996,0.0828,0.1074,0.015100002,0.1225,0.09655,0.018349998,0.1149,0.0856,0.9091578,-0.27034146,0.63881636,-0.012200005,0.0734,0.19585,2.330016,2.6563601,4.9863763,0.17015,0.366,0.39939606,0.266512,0.66590804,797,40.117653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.2156609232329,19.303133572452897]}",0,0.4227238095238096,Medium
87_0,0.1899,1.6159873,0.4529781,2.0689654,-0.045900002,0.144,0.11255,-0.042949997,0.0696,0.119,-0.0060000047,0.113,0.0994,-0.003399998,0.096,0.097,0.9580737,-0.18203199,0.7760417,-0.0225,0.0745,0.1604,1.6870325,1.025719,2.7127516,0.04169999,0.2021,0.25566176,0.2056542,0.46131596,520,4.0995255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.47438487362302,21.96816552585028]}",1,0.6826333333333335,High
88_0,0.1626,1.8681592,0.46705732,2.3352165,-0.038599998,0.124,0.0907,-0.0376,0.0531,0.1004,-0.0163,0.0841,0.0869,-0.020900004,0.066,0.0669,0.75169605,-0.110786945,0.64090914,-0.0246,0.0423,0.1683,2.5505414,2.1444938,4.6950355,0.030299991,0.1986,0.43670562,0.21211131,0.64881694,513,14.6232,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.59452914153785,15.358541328355665]}",0,0.3861904761904762,Low
89_0,0.1435,2.275416,0.37164292,2.6470587,-0.0445,0.099,0.0588,-0.0214,0.0374,0.1038,-0.01805,0.08575,0.0869,-0.020100005,0.0668,0.0635,0.7319099,-0.11813738,0.6137725,-0.0225,0.041,0.2048,3.3611534,1.4071392,4.7682924,-0.0092999935,0.1955,0.54140574,0.11187121,0.6532769,173,13.550687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.23493353330481,15.311469607467801]}",0,0.32282380952380935,Low
90_0,0.242,1.7978572,-0.3837226,1.4141346,-0.034899995,0.2071,0.1396,0.006850004,0.14645,0.1383,-0.0026500076,0.13565,0.1286,-0.004150003,0.12445,0.12,0.8982267,0.0824885,0.98071516,0.002050005,0.12205,0.2582,2.1066449,-0.49419105,1.6124538,-0.061399996,0.1968,0.35621864,-0.12178241,0.23443623,96,2.9463599,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.51740502716865,18.28920511126719]}",1,0.6101619047619048,High
91_0,0.18515,1.9430413,0.7250041,2.6680455,-0.056150004,0.129,0.09265,-0.044299997,0.04835,0.1112,-0.021699995,0.0895,0.0956,-0.022250004,0.07335,0.0764,0.8092177,-0.18685909,0.6223586,-0.030749995,0.04565,0.18259999,2.4290266,2.6169755,5.046002,0.04775001,0.23035,0.4167439,0.252459,0.66920286,107,2.8845305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.13252559091518,15.462745901313529]}",0,0.2876666666666667,Low
92_0,0.2079,1.6910324,0.2807466,1.971779,-0.04720001,0.1607,0.1185,-0.037,0.0815,0.1233,-0.013499998,0.1098,0.1094,-0.016099997,0.0933,0.0915,0.8853893,-0.13726503,0.7481243,-0.021700002,0.0698,0.2018,2.366485,0.6578703,3.0243554,0.0092999935,0.2111,0.40590855,0.09711745,0.503026,450,6.2487245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.51220394708446,21.788861795140022]}",1,0.7047333333333332,High
93_0,0.13965,2.5240097,-0.016710414,2.5072992,-0.0022500008,0.1374,0.0543,0.000500001,0.0548,0.09965,-0.015250005,0.0844,0.09335,-0.02155,0.0718,0.061300002,0.66781217,-0.029929163,0.637883,-0.015500002,0.0458,0.29605,4.7985578,0.6948919,5.4934497,-0.044450015,0.2516,0.6549832,0.037014082,0.6919973,786,21.67762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.16540393031396,15.657141328796994]}",0,0.35059047619047606,Low
94_0,0.3407,1.5104545,0.06335359,1.5738081,-0.06670001,0.274,0.2298,-0.055700004,0.1741,0.1454,-0.014799997,0.1306,0.1431,-0.022599995,0.1205,0.1641,1.1489687,-0.10042096,1.0485477,-0.037750006,0.12635,0.2564,1.579261,0.3843322,1.9635931,-0.0082999915,0.2481,0.22458409,0.10055945,0.32514355,320,0.9989009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10147132777576,21.81042136195889]}",1,0.7038904761904762,High
95_0,0.17795,1.7645113,0.3396553,2.1041667,-0.03655,0.1414,0.09965,-0.032450005,0.0672,0.12975,-0.017250001,0.1125,0.1118,-0.016800001,0.095,0.10315,0.89902556,-0.16955183,0.7294737,-0.03385,0.0693,0.19675,1.9805068,0.906939,2.887446,0.0033500046,0.2001,0.3289716,0.15655178,0.48552337,221,4.0988054,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.01292031217083,21.941665224968755]}",1,0.6604,High
96_0,0.2225,1.5545893,0.27995622,1.8345455,-0.020699993,0.2018,0.14205,-0.03205,0.11,0.11555,-0.013449997,0.1021,0.0962,-0.008099996,0.0881,0.0938,0.9667338,0.20920263,1.1759365,0.009800002,0.1036,0.13695,1.4566144,0.15825045,1.6148648,0.03035,0.1673,0.18584532,0.049296793,0.23514211,191,11.03297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.16387679433096,15.399504505311516]}",1,0.6534857142857142,High
97_0,0.1997,1.6560344,0.34813797,2.0041723,-0.055600002,0.1441,0.1214,-0.049499996,0.0719,0.1171,-0.011600003,0.1055,0.1016,-0.0097,0.0919,0.0983,0.9279168,-0.17492442,0.7529924,-0.0291,0.0692,0.18445,1.8401961,1.028301,2.8684971,0.014050007,0.1985,0.29582328,0.18718009,0.48300338,56,1.9213938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.08464538627162,15.18759192978772]}",1,0.6456333333333334,High
98_0,0.1464,2.2283106,0.3297846,2.5580952,-0.012100011,0.1343,0.0657,-0.013200004,0.0525,0.1185,-0.012200005,0.1063,0.1025,-0.013999999,0.0885,0.0777,0.7423664,-0.09490874,0.64745766,-0.020399995,0.0573,0.2177,2.850708,1.725208,4.5759163,0.044499993,0.2622,0.480615,0.16069956,0.64131457,465,22.56748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.14775743631716,21.66489428593153]}",0,0.36175714285714283,Low
99_0,0.167,2.0162036,0.33401868,2.3502223,-0.034799993,0.1322,0.0842,-0.027950004,0.05625,0.1363,-0.020750001,0.11555,0.1215,-0.023050003,0.09845,0.1079,0.8644537,-0.13768883,0.72676486,-0.036350004,0.07155,0.2044,2.1622555,0.754586,2.9168415,0.0042999983,0.2087,0.36754003,0.12184446,0.4893845,171,8.766111,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.03295274300669,21.77071582640081]}",0,0.45996666666666675,Medium
100_0,0.1986,1.874376,0.37391555,2.2482915,-0.05055,0.14805,0.1088,-0.042950004,0.06585,0.1081,-0.0056999996,0.1024,0.0963,-0.010250002,0.08605,0.0758,0.7797957,-0.08252666,0.697269,-0.015800003,0.06,0.1961,2.5868266,0.8498402,3.4366667,0.010100007,0.2062,0.44240403,0.106807105,0.54921114,567,2.9541018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3196721102884,21.956756921741963]}",0,0.48849047619047614,Medium
101_0,0.2837,1.4273412,0.36708647,1.7944278,-0.045399994,0.2383,0.1976,-0.06480001,0.1328,0.1496,-0.020999998,0.1286,0.1445,-0.022300005,0.1222,0.1576,1.0753912,-0.15804256,0.9173486,-0.045500003,0.1121,0.2372,1.4303797,0.62314385,2.0535235,-0.007000014,0.2302,0.17708336,0.16793562,0.34501898,156,2.2012758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.0217238019552,21.776914201861235]}",1,0.6759333333333333,High
102_0,0.2122,1.4249835,0.9409655,2.365949,-0.030850008,0.18135,0.1513,-0.07465,0.07665,0.1367,-0.014500007,0.1222,0.1212,-0.0126500055,0.10855,0.1284,1.0541832,-0.38674888,0.66743433,-0.05595,0.07245,0.1777,1.2608695,3.715666,4.9765353,0.18284999,0.36055,0.11538461,0.54997337,0.66535795,308,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.15455718678537,21.38551823257036]}",0,0.4206380952380952,Medium
103_0,0.1522,2.2577777,0.4636378,2.7214155,-0.0022500008,0.14995,0.0675,-0.012400001,0.0551,0.1099,-0.0064999983,0.1034,0.0933,0.00010000169,0.0934,0.0691,0.7529976,-0.08811536,0.66488224,-0.0069999993,0.0621,0.2413,3.3263159,1.4675647,4.7938805,0.056399986,0.2977,0.5377129,0.11709534,0.6548082,94,20.410358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1229136173751,14.916660040097272]}",0,0.40602380952380956,Medium
104_0,0.247,1.6309894,0.54339325,2.1743827,-0.10609999,0.1409,0.1554,-0.09059999,0.0648,0.1259,-0.012649998,0.11325,0.1108,-0.01895,0.09185,0.1134,1.0523256,-0.31089938,0.7414262,-0.0453,0.0681,0.1876,1.602697,1.4898142,3.0925112,0.023000002,0.2106,0.23156634,0.27973616,0.5113025,346,2.7211106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.57829250630455,21.495651686403413]}",1,0.5619666666666668,Medium
105_0,0.13545,2.075763,0.39134216,2.4671052,-0.022950009,0.1125,0.0644,-0.018800002,0.0456,0.09475,-0.011849999,0.0829,0.0808,-0.013799995,0.067,0.054300003,0.69817126,-0.059365276,0.638806,-0.011500001,0.0428,0.19045,3.3675747,1.2328923,4.600467,0.0064499974,0.1969,0.54206985,0.10081707,0.64288694,483,6.8198824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.41271012803206,14.992747344662195]}",0,0.2889238095238094,Low
106_0,0.16285,2.1993752,0.056588747,2.2559638,0.012099996,0.17495,0.0741,0.0034499988,0.07755,0.10365,0.004099995,0.10775,0.0911,0.0041999966,0.0953,0.06515,0.7194255,-0.0016919677,0.7177335,0.0032500029,0.0684,0.21020001,3.2823894,0.55532956,3.837719,0.052299976,0.2625,0.53270006,0.053881958,0.586582,66,3.423286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.19316187259325,15.100904504870186]}",0,0.3813571428571429,Low
